Year,Age,Gender,Spending,Stay,Country_of_origin
2023,44,0,734,12,Samoa
2023,30,0,1164,10,Samoa
2023,36,1,577,24,Samoa
2023,49,1,1099,26,Samoa
2023,38,0,2025,28,Samoa
2023,35,1,665,25,Samoa
2023,52,0,708,27,Singapore
2023,56,0,792,15,Singapore
2023,35,1,1011,20,Singapore
2023,46,0,825,10,Singapore
2023,28,0,1850,10,Singapore
2023,29,1,1179,28,Singapore
2023,36,1,1529,20,Singapore
2023,42,1,1213,25,Singapore
2023,35,0,833,16,Singapore
2023,42,0,1168,13,Singapore
2023,48,1,1605,28,Singapore
2023,36,1,1529,19,Singapore
2023,50,0,725,20,Singapore
2023,59,1,630,20,Singapore
2023,18,1,581,17,Singapore
2023,52,0,1976,20,Singapore
2023,41,1,1328,8,South Korea
2023,27,1,1216,22,South Korea
2023,44,0,899,9,South Korea
2023,58,0,1247,6,South Korea
2023,22,0,1050,23,South Korea
2023,44,0,1562,25,South Korea
2023,31,0,631,21,South Korea
2023,31,1,1106,15,South Korea
2023,52,0,854,11,Tonga
2023,36,1,1131,11,Tonga
2023,32,1,1168,10,Tonga
2023,51,1,1810,26,Tonga
2023,36,1,1820,19,Tonga
2023,55,0,1774,10,Tonga
2023,32,0,1054,12,Tonga
2023,42,0,1097,7,Tonga
2023,33,0,1782,15,United Arab Emirates
2023,50,1,554,6,United Arab Emirates
2023,40,1,1654,21,United Arab Emirates
2023,40,0,1064,27,United Arab Emirates
2023,49,0,1997,9,United Arab Emirates
2023,39,1,1576,13,United Arab Emirates
2023,33,1,453,6,United Arab Emirates
2023,43,1,1905,23,United Arab Emirates
2023,56,0,1312,19,United States
2023,59,1,1606,23,United States
2023,29,0,614,16,United States
2023,23,1,869,16,United States
2023,33,1,1994,14,United States
2023,24,0,1828,16,United States
2023,44,0,1191,25,United States
2023,23,0,1410,19,United States
2023,37,1,1085,20,United States
2023,19,0,1795,20,United States
2023,37,1,954,10,United States
2023,35,1,1735,22,United States
2023,56,1,698,17,United States
2023,30,0,1041,20,United States
2023,49,1,1876,26,United States
2023,37,0,1176,22,United States
2023,40,1,1703,20,United States
2023,36,0,1189,24,United States
2023,31,1,859,13,United States
2023,23,1,599,24,United States
2023,39,1,1621,25,United States
2023,27,0,1983,8,United States
2023,52,1,1639,12,United States
2023,43,1,1895,7,United States
2023,48,0,1492,16,United States
2023,42,0,1156,24,United States
2023,39,0,571,17,United States
2023,33,0,607,27,United States
2023,40,1,497,26,United States
2023,55,0,1192,22,United States
2023,31,1,1624,14,United States
2023,44,1,764,24,United States
2023,55,1,1760,27,Australia
2023,33,1,815,13,Australia
2023,20,0,544,13,Australia
2023,59,0,1267,8,Australia
2023,55,0,1835,17,Australia
2023,55,1,1841,25,Australia
2023,32,1,1496,25,Australia
2023,41,0,1779,8,Australia
2023,30,0,732,15,Australia
2023,23,1,981,16,Australia
2023,59,1,1641,13,Australia
2023,20,0,1114,11,Australia
2023,47,1,1035,21,Australia
2023,38,0,1152,21,Australia
2023,28,1,985,25,Australia
2023,43,0,851,25,Australia
2023,41,0,1691,11,Australia
2023,24,0,1580,24,Australia
2023,29,0,1079,12,Australia
2023,31,1,1428,21,Australia
2023,20,0,873,12,Australia
2023,22,1,521,12,Australia
2023,52,1,753,28,Australia
2023,56,1,1606,7,Australia
2023,17,0,1922,17,Australia
2023,38,1,1475,23,Australia
2023,52,0,1120,28,Australia
2023,28,1,1369,12,Australia
2023,47,0,848,11,Australia
2023,56,0,1756,10,Australia
2023,32,1,486,22,Australia
2023,26,0,848,8,Australia
2023,34,0,563,8,Australia
2023,17,0,815,23,Australia
2023,54,1,513,24,Australia
2023,55,1,1952,8,Australia
2023,56,1,1684,17,Australia
2023,55,1,1829,7,Australia
2023,1,1,1625,26,Australia
2023,2,1,1060,27,Australia
2023,51,0,1213,6,Australia
2023,22,0,1607,18,Australia
2023,2,0,688,15,Australia
2023,2,1,673,7,Australia
2023,21,0,1461,12,Australia
2023,51,1,1274,17,Australia
2023,45,1,657,21,Australia
2023,27,1,1162,25,Australia
2023,41,0,820,10,Australia
2023,48,1,860,7,Australia
2023,8,1,727,25,Australia
2023,9,0,1784,7,Australia
2023,18,1,1714,10,Australia
2023,19,0,1650,18,Australia
2023,50,0,755,21,Australia
2023,45,0,2004,17,Australia
2023,52,1,1508,16,Australia
2023,15,1,889,21,Australia
2023,15,0,1052,19,Australia
2023,3,1,1715,21,Australia
2023,39,0,1137,15,Australia
2023,30,0,1333,22,Australia
2023,32,0,897,17,Australia
2023,41,0,1743,21,Australia
2023,32,1,1232,26,Australia
2023,32,1,472,21,Australia
2023,32,1,1473,22,Australia
2023,21,1,1531,10,Australia
2023,27,0,1360,24,Australia
2023,32,1,904,21,Australia
2023,53,1,1195,7,Australia
2023,51,0,1381,11,Australia
2023,18,0,1183,14,Australia
2023,57,1,655,22,Australia
2023,33,0,757,27,Australia
2023,33,1,1716,11,Australia
2023,12,1,848,16,Australia
2023,26,0,1508,12,Australia
2023,36,0,539,11,Australia
2023,34,0,1067,11,Australia
2023,57,0,498,7,Australia
2023,31,0,800,6,Australia
2023,49,1,2010,19,Australia
2023,35,0,1793,28,Australia
2023,17,0,987,18,Australia
2023,48,1,494,20,Australia
2023,26,1,902,19,Australia
2023,15,0,1895,24,Australia
2023,12,0,1619,12,Australia
2023,39,1,476,12,Australia
2023,11,1,1577,20,Australia
2023,17,0,1015,10,Australia
2023,11,0,1413,7,Australia
2023,25,1,1396,16,Australia
2023,43,1,1323,25,Australia
2023,17,1,1870,9,Australia
2023,38,1,1013,22,Australia
2023,44,0,778,22,Australia
2023,45,0,1824,10,Australia
2023,28,1,1976,24,Australia
2023,29,0,762,18,Australia
2023,25,0,917,28,Australia
2023,28,0,1668,20,Australia
2023,33,0,1235,7,Australia
2023,26,1,687,18,Australia
2023,52,1,719,18,Australia
2023,39,1,1338,9,Australia
2023,20,1,2004,12,Australia
2023,26,1,517,7,Australia
2023,23,0,760,15,Australia
2023,21,1,993,13,Australia
2023,52,1,599,13,Australia
2023,35,1,579,16,Australia
2023,30,0,1848,15,Australia
2023,49,0,2012,28,Australia
2023,30,0,522,16,Australia
2023,32,0,899,15,Australia
2023,57,1,1718,14,Australia
2023,34,1,931,18,Australia
2023,20,0,1631,10,Australia
2023,35,0,1530,16,Australia
2023,52,1,1459,20,Australia
2023,45,0,1854,16,Australia
2023,34,1,1462,26,Australia
2023,32,0,1609,21,Australia
2023,39,1,1724,25,Australia
2023,58,0,1298,13,Australia
2023,37,1,1207,7,Canada
2023,32,0,1760,16,Canada
2023,57,0,1009,28,Canada
2023,59,0,770,28,Canada
2023,26,0,1529,15,Canada
2023,31,0,1270,21,Canada
2023,20,0,1923,13,Canada
2023,32,0,859,11,Chile
2023,59,0,649,10,Chile
2023,27,0,1864,24,Chile
2023,35,0,974,18,Chile
2023,29,0,705,6,Chile
2023,22,0,1694,13,Chile
2023,53,0,1594,8,China
2023,33,0,1882,6,China
2023,29,0,1058,17,China
2023,32,1,541,7,China
2023,23,0,1025,28,Cook Islands
2023,26,0,1362,22,Cook Islands
2023,28,0,2002,7,Cook Islands
2023,28,0,994,14,Cook Islands
2023,58,0,1846,13,Cook Islands
2023,32,1,1638,15,Cook Islands
2023,49,1,1413,27,Cook Islands
2023,33,1,842,16,Cook Islands
2023,56,0,1998,23,Fiji
2023,42,1,1446,10,Fiji
2023,52,0,970,9,Fiji
2023,50,1,575,25,Fiji
2023,44,1,1661,15,Fiji
2023,47,0,834,24,Fiji
2023,21,1,1911,19,Fiji
2023,53,1,1006,9,Fiji
2023,22,1,942,20,Hong Kong
2023,55,1,1087,8,Hong Kong
2023,17,0,1792,15,Hong Kong
2023,24,0,1389,20,Hong Kong
2023,32,0,1300,22,Hong Kong
2023,35,0,917,15,Hong Kong
2023,33,0,482,12,Hong Kong
2023,49,0,1244,23,Hong Kong
2023,25,1,547,23,Japan
2023,48,1,1620,19,Japan
2023,33,1,1845,20,Japan
2023,26,1,694,7,Japan
2023,50,0,728,8,Japan
2023,21,1,1100,8,Japan
2023,18,0,495,7,Malaysia
2023,29,1,891,14,Malaysia
2023,55,1,1360,9,Malaysia
2023,36,0,937,6,Malaysia
2023,36,0,867,12,Malaysia
2023,49,1,1528,24,Malaysia
2023,57,0,894,6,New Caledonia
2023,46,0,2024,26,New Caledonia
2023,29,1,955,10,New Caledonia
2023,57,1,1448,21,Samoa
2023,17,0,853,22,Samoa
2023,42,1,658,25,Samoa
2023,22,1,1372,14,Samoa
2023,19,1,1445,7,Samoa
2023,48,0,1020,21,Samoa
2023,32,0,1278,20,Samoa
2023,36,1,554,14,Seaports
2023,25,0,1379,15,Seaports
2023,30,1,808,28,Seaports
2023,47,0,1806,11,Seaports
2023,25,1,870,11,Singapore
2023,22,0,1998,8,Singapore
2023,65,0,1082,16,Singapore
2023,36,0,1658,24,Singapore
2023,47,1,1596,17,Singapore
2023,2,0,1451,25,Singapore
2023,53,0,990,11,Singapore
2023,3,0,1717,25,Singapore
2023,57,0,1515,24,Singapore
2023,42,0,615,9,Singapore
2023,33,0,1459,10,Singapore
2023,32,0,1269,16,Singapore
2023,28,1,860,22,Singapore
2023,57,0,608,20,Singapore
2023,57,1,1560,22,Singapore
2023,35,1,1653,12,South Korea
2023,21,0,934,24,South Korea
2023,22,0,1530,16,South Korea
2023,28,0,582,15,South Korea
2023,46,0,1672,22,South Korea
2023,56,1,1706,9,South Korea
2023,22,0,653,28,Taiwan
2023,41,1,1805,22,Taiwan
2023,26,1,875,21,Taiwan
2023,28,0,938,24,Taiwan
2023,44,0,741,12,Taiwan
2023,46,0,1655,26,Taiwan
2023,40,0,1745,8,Tonga
2023,63,1,1593,11,Tonga
2023,33,1,514,9,Tonga
2023,45,0,1247,17,Tonga
2023,26,1,455,14,Tonga
2023,35,1,1342,11,Tonga
2023,35,0,1189,26,Tonga
2023,6,1,1137,7,United Arab Emirates
2023,50,0,904,20,United Arab Emirates
2023,59,0,1599,9,United Arab Emirates
2023,22,0,1081,21,United Arab Emirates
2023,56,1,1291,10,United Arab Emirates
2023,37,1,710,20,United Arab Emirates
2023,20,1,1326,18,United Arab Emirates
2023,38,1,1201,17,United Arab Emirates
2023,38,1,1188,9,United States
2023,33,0,1140,25,United States
2023,17,0,1104,28,United States
2023,51,1,1134,16,United States
2023,21,1,1104,17,United States
2023,22,0,1511,9,United States
2023,5,0,1366,13,United States
2023,40,0,1499,19,United States
2023,37,1,1978,14,United States
2023,30,1,1773,20,United States
2023,35,0,584,8,United States
2023,42,1,1766,27,United States
2023,23,1,1217,9,United States
2023,32,1,996,28,United States
2023,51,1,924,27,United States
2023,28,1,732,8,United States
2023,2,1,466,21,United States
2023,59,0,727,11,United States
2023,37,1,1198,21,United States
2023,33,0,1865,24,United States
2023,57,0,616,20,United States
2023,57,1,699,20,United States
2023,52,0,1066,10,United States
2023,57,0,1583,10,United States
2023,38,1,1507,21,United States
2023,54,1,570,21,United States
2023,39,0,480,25,United States
2023,26,0,711,16,United States
2023,36,0,698,12,United States
2023,40,1,761,24,United States
2023,41,0,1266,13,United States
2023,22,0,1017,11,United States
2023,20,0,704,27,United States
2023,21,0,1617,7,United States
2023,41,0,492,14,United States
2023,45,0,1031,7,Australia
2023,50,0,1717,17,Australia
2023,35,0,1129,16,Australia
2023,18,1,1210,25,Australia
2023,26,0,2009,21,Australia
2023,18,1,578,19,Australia
2023,24,0,1409,19,Australia
2023,47,1,1200,14,Australia
2023,36,0,2020,8,Australia
2023,64,0,895,16,Australia
2023,35,0,1279,23,Australia
2023,44,0,1117,23,Australia
2023,36,0,971,14,Australia
2023,21,0,1222,24,Australia
2023,3,0,1750,8,Australia
2023,40,1,1372,10,Australia
2023,46,0,1966,26,Australia
2023,50,0,1532,13,Australia
2023,29,0,1126,27,Australia
2023,17,0,1639,16,Australia
2023,41,0,1471,18,Australia
2023,55,1,991,24,Australia
2023,18,0,776,19,Australia
2023,38,0,1835,10,Australia
2023,50,1,570,12,Australia
2023,54,0,1382,18,Australia
2023,59,0,693,7,Australia
2023,6,0,1450,15,Australia
2023,27,0,1412,24,Australia
2023,28,0,1643,9,Australia
2023,55,0,745,15,Australia
2023,58,1,576,28,Australia
2023,25,0,1827,9,Australia
2023,20,1,877,21,Australia
2023,42,0,815,26,Australia
2023,40,0,1657,17,Australia
2023,23,0,742,20,Australia
2023,23,0,916,21,Australia
2023,40,1,820,27,Australia
2023,36,0,1266,20,Australia
2023,29,1,521,9,Australia
2023,64,1,630,7,Australia
2023,35,0,1885,16,Australia
2023,34,0,820,20,Australia
2023,52,0,1200,9,Australia
2023,53,0,1800,19,Australia
2023,52,0,1502,27,Australia
2023,30,1,1973,6,Australia
2023,29,0,1140,15,Australia
2023,57,1,1114,25,Australia
2023,40,0,1966,16,Australia
2023,49,0,1222,15,Australia
2023,22,1,1876,10,Australia
2023,30,0,528,21,Australia
2023,36,1,1818,6,Australia
2023,28,0,606,19,Australia
2023,3,1,2024,10,Australia
2023,36,0,1174,26,Australia
2023,35,1,751,10,Australia
2023,42,0,673,21,Australia
2023,32,1,1050,17,Australia
2023,33,0,686,13,Australia
2023,36,0,1598,15,Australia
2023,40,1,1196,22,Australia
2023,43,0,701,6,Australia
2023,38,0,571,12,Australia
2023,17,0,1880,15,Australia
2023,35,0,1180,19,Australia
2023,41,0,1284,10,Australia
2023,53,0,1239,27,Australia
2023,34,0,981,19,Australia
2023,35,1,716,17,Australia
2023,32,1,1524,25,Australia
2023,38,0,515,27,Australia
2023,30,0,1210,24,Australia
2023,23,0,976,24,Australia
2023,41,1,1826,24,Australia
2023,41,1,1819,28,Australia
2023,38,0,712,13,Australia
2023,24,1,1091,20,Australia
2023,25,1,1787,19,Australia
2023,22,0,1384,18,Australia
2023,52,0,939,14,Australia
2023,42,0,2030,10,Australia
2023,25,1,948,26,Australia
2023,18,0,1807,16,Australia
2023,42,1,965,9,Australia
2023,45,0,1502,20,Australia
2023,36,0,1171,17,Australia
2023,20,1,1808,12,Australia
2023,21,0,508,9,Australia
2023,36,0,725,21,Australia
2023,34,0,1976,11,Australia
2023,42,1,1109,21,Australia
2023,18,0,1204,14,Australia
2023,51,0,1646,9,Australia
2023,37,1,1121,24,Australia
2023,20,0,1946,25,Australia
2023,55,0,1017,28,Australia
2023,54,0,1819,26,Australia
2023,21,0,883,20,Australia
2023,36,1,1172,13,Australia
2023,60,0,1977,12,Australia
2023,17,0,1701,9,Australia
2023,19,1,1919,26,Australia
2023,51,0,618,28,Australia
2023,26,0,1246,21,Australia
2023,56,0,1906,17,Australia
2023,50,0,734,18,Australia
2023,47,1,1233,12,Australia
2023,61,1,924,11,Australia
2023,50,0,1421,17,Australia
2023,20,0,1777,17,Australia
2023,56,0,1572,28,Australia
2023,44,1,1126,25,Australia
2023,59,0,927,6,Australia
2023,36,0,1938,10,Australia
2023,18,1,1598,18,Australia
2023,55,0,476,12,Australia
2023,25,0,1437,15,Australia
2023,50,0,1381,27,Australia
2023,36,0,1521,6,Australia
2023,18,1,536,26,Australia
2023,63,1,987,6,Australia
2023,49,1,578,11,Australia
2023,28,0,1622,20,Australia
2023,33,0,1600,16,Australia
2023,56,0,1780,10,Canada
2023,35,0,1583,14,Canada
2023,20,1,1174,21,Canada
2023,35,0,1288,24,Canada
2023,23,1,704,17,Canada
2023,55,0,920,9,Canada
2023,40,0,554,8,Chile
2023,48,0,1730,17,Chile
2023,53,1,1216,16,Chile
2023,50,0,1761,7,China
2023,56,1,1041,11,China
2023,62,0,1018,15,China
2023,36,1,1064,13,China
2023,35,0,1968,8,China
2023,29,0,1910,24,China
2023,61,0,1371,13,Cook Islands
2023,36,0,506,20,Cook Islands
2023,36,0,1166,10,Cook Islands
2023,19,0,779,13,Cook Islands
2023,52,1,482,22,Cook Islands
2023,64,1,1660,15,Cook Islands
2023,39,0,1909,20,Cook Islands
2023,17,1,1231,18,Cook Islands
2023,36,0,1205,10,Fiji
2023,41,0,2004,13,Fiji
2023,66,1,1358,8,Fiji
2023,36,1,635,14,Fiji
2023,19,1,1975,14,Fiji
2023,64,0,1561,22,Fiji
2023,35,0,739,18,Fiji
2023,29,0,1357,12,Fiji
2023,53,0,1056,12,French Polynesia
2023,20,1,1962,18,French Polynesia
2023,59,1,1179,19,French Polynesia
2023,22,0,1686,24,French Polynesia
2023,38,0,484,23,French Polynesia
2023,52,0,1827,23,French Polynesia
2023,36,1,605,23,Hong Kong
2023,24,1,631,17,Hong Kong
2023,43,0,1091,24,Hong Kong
2023,19,1,852,10,Hong Kong
2023,20,0,1159,18,Hong Kong
2023,33,0,1419,15,Hong Kong
2023,42,0,906,23,Hong Kong
2023,59,0,1930,16,Japan
2023,18,0,1267,27,Japan
2023,42,1,489,20,Japan
2023,42,0,571,28,Japan
2023,46,1,1200,28,Japan
2023,28,0,1450,12,Japan
2023,27,0,538,21,Malaysia
2023,40,0,463,27,Malaysia
2023,36,1,767,8,Malaysia
2023,36,0,1517,17,Malaysia
2023,23,0,1681,24,Malaysia
2023,47,0,2006,22,Malaysia
2023,28,1,1035,10,New Caledonia
2023,42,0,1556,6,New Caledonia
2023,40,0,1943,13,New Caledonia
2023,58,1,1984,21,New Caledonia
2023,26,0,1305,19,Samoa
2023,27,1,1764,13,Samoa
2023,26,1,799,11,Samoa
2023,19,0,1240,10,Samoa
2023,55,1,1122,20,Samoa
2023,32,0,994,21,Samoa
2023,32,0,1429,21,Samoa
2023,25,1,1474,20,Singapore
2023,43,0,1578,18,Singapore
2023,56,1,1888,26,Singapore
2023,55,1,911,14,Singapore
2023,42,0,1169,13,Singapore
2023,36,0,1814,20,Singapore
2023,56,1,1496,8,Singapore
2023,40,0,1380,26,Singapore
2023,42,0,590,19,Singapore
2023,54,0,561,17,Singapore
2023,46,1,2027,11,Singapore
2023,17,1,1153,7,Singapore
2023,26,0,1690,14,South Korea
2023,36,1,780,12,South Korea
2023,18,0,1560,25,South Korea
2023,51,0,642,6,South Korea
2023,42,0,831,14,Tonga
2023,53,1,978,15,Tonga
2023,55,0,2003,7,Tonga
2023,53,0,1305,12,Tonga
2023,52,0,1605,9,Tonga
2023,42,1,1082,26,Tonga
2023,41,0,1746,24,Tonga
2023,20,1,708,11,United Arab Emirates
2023,32,0,1583,23,United Arab Emirates
2023,42,1,1684,15,United Arab Emirates
2023,22,1,1778,26,United Arab Emirates
2023,42,0,1145,18,United Arab Emirates
2023,42,0,1546,24,United Arab Emirates
2023,42,0,758,14,United Arab Emirates
2023,42,0,793,25,United States
2023,36,0,1094,16,United States
2023,27,1,1052,15,United States
2023,42,1,1259,20,United States
2023,36,0,909,6,United States
2023,42,0,1118,24,United States
2023,51,0,521,18,United States
2023,55,1,1847,11,United States
2023,24,0,1991,27,United States
2023,42,0,1866,28,United States
2023,36,1,1470,23,United States
2023,34,1,785,23,United States
2023,18,0,1099,28,United States
2023,38,1,667,12,United States
2023,42,1,893,19,United States
2023,31,1,819,19,United States
2023,32,0,456,21,United States
2023,57,0,1630,28,United States
2023,67,1,1047,11,United States
2023,38,1,1304,25,United States
2023,30,1,1002,22,United States
2023,45,0,1284,28,United States
2023,22,0,883,15,Australia
2023,56,1,1367,13,Australia
2023,24,0,1456,22,Australia
2023,36,0,463,6,Australia
2023,39,0,1493,24,Australia
2023,56,0,635,27,Australia
2023,17,1,896,24,Australia
2023,46,0,653,23,Australia
2023,28,0,1580,19,Australia
2023,50,1,1211,15,Australia
2023,17,0,862,19,Australia
2023,38,0,2029,24,Australia
2023,38,1,1782,13,Australia
2023,29,0,673,16,Australia
2023,36,0,1910,23,Australia
2023,50,0,563,18,Australia
2023,68,1,2030,6,Australia
2023,55,0,1929,28,Australia
2023,38,0,672,16,Australia
2023,2,1,1839,13,Australia
2023,26,0,1909,10,Australia
2023,50,0,1126,19,Australia
2023,43,0,1228,20,Australia
2023,27,0,716,9,Australia
2023,30,0,669,24,Australia
2023,56,0,1493,22,Australia
2023,40,1,833,28,Australia
2023,34,1,920,13,Australia
2023,28,0,1140,15,Australia
2023,59,0,903,14,Australia
2023,56,1,628,10,Australia
2023,49,1,648,21,Australia
2023,3,0,1505,28,Australia
2023,6,0,1739,24,Australia
2023,18,0,1367,6,Australia
2023,23,0,499,7,Australia
2023,35,0,570,27,Australia
2023,15,0,1477,6,Australia
2023,38,1,788,21,Australia
2023,52,0,921,28,Australia
2023,25,0,923,15,Australia
2023,17,0,1360,19,Australia
2023,39,0,1821,14,Australia
2023,52,0,1916,17,Australia
2023,31,0,1736,7,Australia
2023,41,1,516,26,Australia
2023,55,0,1722,15,Australia
2023,22,0,706,22,Australia
2023,56,1,1858,20,Australia
2023,23,1,621,17,Australia
2023,40,0,1969,9,Australia
2023,20,1,1702,15,Australia
2023,36,1,1742,23,Australia
2023,30,0,707,8,Australia
2023,36,0,1273,10,Australia
2023,46,1,928,21,Australia
2023,22,1,1605,26,Australia
2023,30,0,1425,9,Australia
2023,50,0,1902,20,Australia
2023,42,0,1026,10,Australia
2023,47,0,1637,11,Australia
2023,38,1,1029,28,Australia
2023,19,0,914,7,Australia
2023,19,1,1911,6,Australia
2023,42,1,1669,9,Australia
2023,5,0,2011,10,Australia
2023,37,1,499,10,Australia
2023,57,0,1663,27,Australia
2023,17,0,653,9,Australia
2023,22,1,1039,13,Australia
2023,54,0,1047,26,Australia
2023,34,0,707,16,Australia
2023,6,0,827,10,Australia
2023,5,1,825,17,Australia
2023,63,0,655,16,Australia
2023,39,1,1527,28,Australia
2023,56,0,1755,19,Australia
2023,42,0,614,12,Australia
2023,57,1,1345,7,Australia
2023,37,0,725,9,Australia
2023,26,1,1380,13,Australia
2023,38,1,810,17,Australia
2023,28,0,1691,8,Australia
2023,17,1,1764,24,Australia
2023,55,0,804,18,Australia
2023,38,0,1827,27,Australia
2023,39,0,1573,6,Australia
2023,25,0,825,24,Australia
2023,38,0,975,27,Australia
2023,48,0,534,7,Australia
2023,48,1,916,27,Australia
2023,18,1,1433,8,Australia
2023,42,0,1710,13,Australia
2023,43,0,573,24,Australia
2023,39,1,1035,27,Australia
2023,39,0,1611,23,Australia
2023,30,1,1127,19,Australia
2023,43,1,1866,10,Australia
2023,35,1,1790,24,Australia
2023,26,0,1917,25,Australia
2023,53,1,1068,7,Australia
2023,46,0,1128,18,Australia
2023,50,1,1669,7,Australia
2023,30,0,1924,6,Australia
2023,39,0,1095,19,Australia
2023,41,1,1683,6,Australia
2023,41,0,564,12,Australia
2023,47,1,1754,8,Australia
2023,41,0,846,12,Australia
2023,41,0,1380,22,Australia
2023,19,0,1041,9,Australia
2023,18,0,1511,22,Australia
2023,41,0,812,14,Australia
2023,36,1,2012,24,Australia
2023,36,0,1984,16,Australia
2023,23,1,1490,12,Australia
2023,31,1,1000,9,Australia
2023,33,1,1103,28,Australia
2023,47,0,837,25,Australia
2023,36,0,1118,15,Australia
2023,52,0,1616,16,Australia
2023,41,0,1567,12,Australia
2023,28,0,579,27,Australia
2023,36,0,1803,18,Australia
2023,38,0,1199,18,Australia
2023,51,0,664,21,Australia
2023,41,1,1828,27,Australia
2023,42,0,544,6,Australia
2023,22,0,1677,6,Australia
2023,27,0,1725,8,Australia
2023,39,1,2016,19,Australia
2023,39,0,537,8,Canada
2023,30,0,1105,27,Canada
2023,18,0,2015,21,Canada
2023,23,1,951,12,Canada
2023,31,0,1932,18,Canada
2023,39,0,695,26,Canada
2023,41,0,993,8,Canada
2023,36,0,1182,12,Canada
2023,41,1,576,25,Chile
2023,43,0,587,19,Chile
2023,50,0,1983,7,Chile
2023,56,0,1105,13,Chile
2023,47,0,1847,15,Chile
2023,44,0,1462,16,Chile
2023,17,0,1309,22,Chile
2023,39,0,1886,9,Cook Islands
2023,42,1,1214,6,Cook Islands
2023,56,1,516,19,Cook Islands
2023,48,0,831,7,Cook Islands
2023,26,1,1634,14,Cook Islands
2023,21,0,1581,18,Cook Islands
2023,25,0,1557,17,Cook Islands
2023,18,1,578,26,Cook Islands
2023,36,0,771,18,Fiji
2023,43,0,1696,9,Fiji
2023,30,1,1041,18,Fiji
2023,52,0,1465,14,Fiji
2023,24,0,1072,23,Fiji
2023,44,1,1753,15,Fiji
2023,41,0,1799,14,Fiji
2023,36,0,972,27,Fiji
2023,29,1,1059,21,Fiji
2023,35,0,1900,22,Fiji
2023,29,0,991,13,Fiji
2023,47,0,550,27,Fiji
2023,36,0,1235,21,Fiji
2023,39,0,813,14,Fiji
2023,18,1,976,12,Fiji
2023,18,0,452,13,French Polynesia
2023,39,0,687,26,French Polynesia
2023,60,1,676,7,French Polynesia
2023,35,1,2008,11,French Polynesia
2023,47,0,644,26,French Polynesia
2023,39,0,1956,25,French Polynesia
2023,28,0,1470,23,French Polynesia
2023,39,0,1373,27,French Polynesia
2023,26,0,1794,11,Hong Kong
2023,45,0,1150,9,Hong Kong
2023,52,0,1275,10,Hong Kong
2023,48,1,1504,14,Hong Kong
2023,48,0,821,18,Hong Kong
2023,55,0,941,15,Hong Kong
2023,62,0,708,8,Hong Kong
2023,39,1,1108,23,Hong Kong
2023,39,0,526,10,Japan
2023,41,0,1097,19,Japan
2023,15,0,1461,17,Japan
2023,16,1,1907,26,Japan
2023,53,1,1268,10,Japan
2023,20,0,953,22,Japan
2023,53,1,615,9,Malaysia
2023,37,1,1352,28,Malaysia
2023,5,1,1177,23,Malaysia
2023,41,0,1965,14,Malaysia
2023,17,0,1007,9,Malaysia
2023,37,0,1358,18,Malaysia
2023,17,1,608,17,Malaysia
2023,58,1,1493,23,Malaysia
2023,17,0,1655,17,New Caledonia
2023,18,0,652,24,New Caledonia
2023,58,1,1743,26,New Caledonia
2023,42,1,572,23,New Caledonia
2023,49,0,1417,21,New Caledonia
2023,56,0,2003,17,New Caledonia
2023,36,0,1522,19,New Caledonia
2023,34,0,1336,19,New Caledonia
2023,26,1,1390,13,Niue
2023,40,1,781,17,Niue
2023,49,1,1392,15,Niue
2023,41,1,1728,6,Samoa
2023,39,1,1512,7,Samoa
2023,20,1,1077,25,Samoa
2023,19,0,1160,19,Samoa
2023,43,1,819,21,Samoa
2023,46,0,906,28,Samoa
2023,13,1,1427,21,Samoa
2023,57,0,576,21,Samoa
2023,17,1,1215,7,Seaports
2023,12,1,748,19,Seaports
2023,36,0,459,7,Seaports
2023,18,1,1880,16,Singapore
2023,41,0,1812,23,Singapore
2023,24,0,1619,20,Singapore
2023,36,0,1344,13,Singapore
2023,42,1,1850,18,Singapore
2023,41,1,915,13,Singapore
2023,19,1,595,9,Singapore
2023,36,0,1275,8,Singapore
2023,51,0,757,6,Singapore
2023,36,0,1367,22,Singapore
2023,20,1,1422,16,Singapore
2023,30,0,1130,19,Singapore
2023,67,1,1070,7,Singapore
2023,46,0,895,9,Singapore
2023,36,1,1691,12,Singapore
2023,36,1,1019,16,Singapore
2023,64,0,1259,8,South Korea
2023,28,1,1146,14,South Korea
2023,55,1,936,10,South Korea
2023,36,1,1662,11,South Korea
2023,48,0,1562,10,South Korea
2023,56,0,1178,8,South Korea
2023,45,1,1820,19,South Korea
2023,36,0,980,24,South Korea
2023,38,0,736,11,Tonga
2023,51,0,882,11,Tonga
2023,19,0,1343,17,Tonga
2023,23,1,1806,11,Tonga
2023,66,1,1361,9,Tonga
2023,20,1,1625,7,Tonga
2023,55,1,1122,16,Tonga
2023,36,1,1228,18,Tonga
2023,21,0,457,8,United Arab Emirates
2023,43,0,1559,7,United Arab Emirates
2023,47,0,1017,13,United Arab Emirates
2023,65,0,1301,24,United Arab Emirates
2023,47,1,1722,25,United Arab Emirates
2023,44,1,1655,22,United Arab Emirates
2023,38,1,652,18,United Arab Emirates
2023,29,0,1308,20,United Arab Emirates
2023,67,1,1065,24,United States
2023,37,1,1517,16,United States
2023,67,0,489,25,United States
2023,31,1,1122,17,United States
2023,39,0,936,26,United States
